fold,date,store_nbr,family,sales,prediction,onpromotion,error,abs_error,pct_error,underforecast,overforecast,promo_flag,revenue_proxy,weighted_abs_error,sales_segment,sales_risk_score,promo_risk_score,underforecast_risk_score,impact_risk_score,error_risk_score,risk_score,trust_score,trust_tier,decision_action
2,2017-07-29,1,0,4.0,0.0,0,4.0,4.0,1.0,1,0,0,4.0,16.0,low,0.1,0.0,1.0,2.707930042208355e-05,1.0,0.5150040618950633,0.4849959381049367,Review,Manual Review
2,2017-07-30,1,0,1.0,0.0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,low,0.1,0.0,1.0,1.692456276380222e-06,1.0,0.5150002538684415,0.4849997461315585,Review,Manual Review
2,2017-07-31,1,0,8.0,3.7956982,0,4.2043018,4.2043018,0.525537725,1,0,0,8.0,33.6344144,mid,0.3,0.0,1.0,5.692477575365331e-05,0.525537725,0.402669856216363,0.597330143783637,Review,Manual Review
2,2017-08-01,1,0,5.0,0.0,0,5.0,5.0,1.0,1,0,0,5.0,25.0,mid,0.3,0.0,1.0,4.231140690950555e-05,1.0,0.5450063467110364,0.4549936532889636,Review,Manual Review
2,2017-08-02,1,0,4.0,0.0,0,4.0,4.0,1.0,1,0,0,4.0,16.0,low,0.1,0.0,1.0,2.707930042208355e-05,1.0,0.5150040618950633,0.4849959381049367,Review,Manual Review
2,2017-08-03,1,0,3.0,0.0,0,3.0,3.0,1.0,1,0,0,3.0,9.0,low,0.1,0.0,1.0,1.5232106487421998e-05,1.0,0.5150022848159731,0.4849977151840269,Review,Manual Review
2,2017-08-04,1,0,8.0,3.7026045,0,4.2973955,4.2973955,0.5371744375,1,0,0,8.0,34.379164,mid,0.3,0.0,1.0,5.8185231888504986e-05,0.5371744375,0.4061610590347833,0.5938389409652167,Review,Manual Review
2,2017-08-05,1,0,5.0,0.0,0,5.0,5.0,1.0,1,0,0,5.0,25.0,mid,0.3,0.0,1.0,4.231140690950555e-05,1.0,0.5450063467110364,0.4549936532889636,Review,Manual Review
2,2017-08-06,1,0,6.0,0.0,0,6.0,6.0,1.0,1,0,0,6.0,36.0,mid,0.3,0.0,1.0,6.092842594968799e-05,1.0,0.5450091392638925,0.4549908607361075,Review,Manual Review
2,2017-08-07,1,0,7.0,8.171943,0,-1.1719430000000006,1.1719430000000006,0.16742042857142866,0,1,0,7.0,8.203601000000004,mid,0.3,0.0,0.0,1.3884236001369073e-05,0.16742042857142866,0.0952282112068288,0.9047717887931712,Safe,Use Forecast
2,2017-08-08,1,0,4.0,1.6236567,0,2.3763433000000003,2.3763433000000003,0.5940858250000001,1,0,0,4.0,9.505373200000001,low,0.1,0.0,1.0,1.6087428531676358e-05,0.5940858250000001,0.3932281606142798,0.6067718393857202,Review,Manual Review
2,2017-08-09,1,0,7.0,9.280139,0,-2.280139,2.280139,0.32573414285714286,0,1,0,7.0,15.960973000000001,mid,0.3,0.0,0.0,2.701324893098526e-05,0.32573414285714286,0.1427242948444825,0.8572757051555175,Safe,Use Forecast
2,2017-08-10,1,0,9.0,6.6607094,0,2.3392906,2.3392906,0.2599211777777778,1,0,0,9.0,21.053615399999998,mid,0.3,0.0,1.0,3.563232352422529e-05,0.2599211777777778,0.322981698181862,0.6770183018181379,Review,Manual Review
2,2017-08-11,1,0,1.0,12.002924,0,-11.002924,11.002924,11.002924,0,1,0,1.0,11.002924,low,0.1,0.0,0.0,1.8621967782334577e-05,1.0,0.31500279329516734,0.6849972067048327,Review,Manual Review
2,2017-08-12,1,0,6.0,0.44965488,0,5.55034512,5.55034512,0.9250575200000001,1,0,0,6.0,33.30207072,mid,0.3,0.0,1.0,5.636229860652202e-05,0.9250575200000001,0.522525710344791,0.477474289655209,Review,Manual Review
2,2017-08-13,1,0,1.0,0.0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,low,0.1,0.0,1.0,1.692456276380222e-06,1.0,0.5150002538684415,0.4849997461315585,Review,Manual Review
2,2017-08-14,1,0,1.0,9.786374,0,-8.786374,8.786374,8.786374,0,1,0,1.0,8.786374,low,0.1,0.0,0.0,1.4870553822923997e-05,1.0,0.3150022305830734,0.6849977694169266,Review,Manual Review
2,2017-08-15,1,0,4.0,6.083338,0,-2.0833380000000004,2.0833380000000004,0.5208345000000001,0,1,0,4.0,8.333352000000001,low,0.1,0.0,0.0,1.4103833895685678e-05,0.5208345000000001,0.17125246557508436,0.8287475344249157,Safe,Use Forecast
2,2017-07-19,1,1,0.0,6.641796,0,-6.641796,6.641796,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-20,1,1,0.0,4.373671,0,-4.373671,4.373671,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-21,1,1,0.0,5.850855,0,-5.850855,5.850855,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-22,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-23,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-24,1,1,0.0,5.249777,0,-5.249777,5.249777,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-25,1,1,0.0,1.3149948,0,-1.3149948,1.3149948,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-26,1,1,0.0,4.301599,0,-4.301599,4.301599,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-27,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-28,1,1,0.0,0.73744744,0,-0.73744744,0.73744744,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-29,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-30,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-31,1,1,0.0,0.08622524,0,-0.08622524,0.08622524,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-01,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-02,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-03,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-04,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-05,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-06,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-07,1,1,0.0,4.1788006,0,-4.1788006,4.1788006,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-08,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-09,1,1,0.0,6.0808263,0,-6.0808263,6.0808263,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-10,1,1,0.0,3.3160126,0,-3.3160126,3.3160126,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-11,1,1,0.0,7.176911,0,-7.176911,7.176911,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-12,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-13,1,1,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-14,1,1,0.0,6.262238,0,-6.262238,6.262238,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-08-15,1,1,0.0,2.6647582,0,-2.6647582,2.6647582,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-19,1,2,3.0,10.103346,0,-7.103346,7.103346,2.367782,0,1,0,3.0,21.310038,low,0.1,0.0,0.0,3.606630756300103e-05,1.0,0.31500540994613446,0.6849945900538655,Review,Manual Review
2,2017-07-20,1,2,2.0,6.7939243,0,-4.7939243,4.7939243,2.39696215,0,1,0,2.0,9.5878486,low,0.1,0.0,0.0,1.6227014540053324e-05,1.0,0.31500243405218104,0.6849975659478189,Review,Manual Review
2,2017-07-21,1,2,2.0,7.7939644,0,-5.7939644,5.7939644,2.8969822,0,1,0,2.0,11.5879288,low,0.1,0.0,0.0,1.9612062827807133e-05,1.0,0.3150029418094242,0.6849970581905758,Review,Manual Review
2,2017-07-22,1,2,2.0,0.0,1,2.0,2.0,1.0,1,0,1,2.0,4.0,low,0.1,1.0,1.0,6.769825105520888e-06,1.0,0.7150010154737658,0.2849989845262342,Risky,Fallback Policy
2,2017-07-23,1,2,3.0,0.8759675,1,2.1240325,2.1240325,0.7080108333333334,1,0,1,3.0,6.372097500000001,low,0.1,1.0,1.0,1.0784496407581723e-05,0.7080108333333334,0.6274048676744612,0.37259513232553876,Risky,Fallback Policy
2,2017-07-24,1,2,1.0,7.892811,0,-6.892811,6.892811,6.892811,0,1,0,1.0,6.892811,low,0.1,0.0,0.0,1.1665781238852634e-05,1.0,0.3150017498671858,0.6849982501328142,Review,Manual Review
2,2017-07-25,1,2,7.0,6.10299,1,0.8970099999999999,0.8970099999999999,0.12814428571428568,1,0,1,7.0,6.279069999999999,mid,0.3,1.0,1.0,1.0627051431330759e-05,0.12814428571428568,0.4834448797720004,0.5165551202279997,Review,Manual Review
2,2017-07-26,1,2,3.0,6.5610886,0,-3.5610885999999997,3.5610885999999997,1.1870295333333332,0,1,0,3.0,10.6832658,low,0.1,0.0,0.0,1.808096025544817e-05,1.0,0.3150027121440383,0.6849972878559617,Review,Manual Review
2,2017-07-27,1,2,1.0,0.0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,low,0.1,0.0,1.0,1.692456276380222e-06,1.0,0.5150002538684415,0.4849997461315585,Review,Manual Review
2,2017-07-28,1,2,2.0,2.3314273,0,-0.3314273000000001,0.3314273000000001,0.16571365000000005,0,1,0,2.0,0.6628546000000002,low,0.1,0.0,0.0,1.1218524280975018e-06,0.16571365000000005,0.06471426327786423,0.9352857367221358,Safe,Use Forecast
2,2017-07-29,1,2,3.0,0.0,0,3.0,3.0,1.0,1,0,0,3.0,9.0,low,0.1,0.0,1.0,1.5232106487421998e-05,1.0,0.5150022848159731,0.4849977151840269,Review,Manual Review
2,2017-07-30,1,2,2.0,0.0,0,2.0,2.0,1.0,1,0,0,2.0,4.0,low,0.1,0.0,1.0,6.769825105520888e-06,1.0,0.5150010154737659,0.48499898452623413,Review,Manual Review
2,2017-07-31,1,2,3.0,2.1598034,0,0.8401966000000001,0.8401966000000001,0.28006553333333334,1,0,0,3.0,2.5205898,low,0.1,0.0,1.0,4.2659880271899685e-06,0.28006553333333334,0.2990202998982041,0.7009797001017959,Safe,Use Forecast
2,2017-08-01,1,2,4.0,4.456312,0,-0.4563119999999996,0.4563119999999996,0.1140779999999999,0,1,0,4.0,1.8252479999999984,low,0.1,0.0,0.0,3.089152433550445e-06,0.1140779999999999,0.049223863372864995,0.950776136627135,Safe,Use Forecast
2,2017-08-02,1,2,2.0,5.71834,1,-3.7183400000000004,3.7183400000000004,1.8591700000000002,0,1,1,2.0,7.436680000000001,low,0.1,1.0,0.0,1.2586255741431271e-05,1.0,0.5150018879383612,0.4849981120616388,Review,Manual Review
2,2017-08-03,1,2,5.0,4.607997,1,0.3920029999999999,0.3920029999999999,0.07840059999999997,1,0,1,5.0,1.9600149999999994,mid,0.3,1.0,1.0,3.31723968854938e-06,0.07840059999999997,0.4685206775859533,0.5314793224140467,Review,Manual Review
2,2017-08-04,1,2,7.0,7.4882007,1,-0.48820070000000015,0.48820070000000015,0.06974295714285716,0,1,1,7.0,3.417404900000001,mid,0.3,1.0,0.0,5.783808371937527e-06,0.06974295714285716,0.26592375471411295,0.7340762452858871,Safe,Use Forecast
2,2017-08-05,1,2,3.0,0.0,1,3.0,3.0,1.0,1,0,1,3.0,9.0,low,0.1,1.0,1.0,1.5232106487421998e-05,1.0,0.715002284815973,0.28499771518402695,Risky,Fallback Policy
2,2017-08-06,1,2,2.0,0.2177451,1,1.7822549,1.7822549,0.89112745,1,0,1,2.0,3.5645098,low,0.1,1.0,1.0,6.03277698322881e-06,0.89112745,0.6823391399165475,0.3176608600834525,Risky,Fallback Policy
2,2017-08-07,1,2,5.0,11.775113,1,-6.775112999999999,6.775112999999999,1.3550225999999999,0,1,1,5.0,33.875564999999995,mid,0.3,1.0,0.0,5.7332912600176166e-05,1.0,0.5450085999368901,0.4549914000631099,Review,Manual Review
2,2017-08-08,1,2,2.0,4.0612164,1,-2.0612164,2.0612164,1.0306082,0,1,1,2.0,4.1224328,low,0.1,1.0,0.0,6.977037266315693e-06,1.0,0.51500104655559,0.48499895344441,Review,Manual Review
2,2017-08-09,1,2,4.0,11.302221,1,-7.302220999999999,7.302220999999999,1.8255552499999999,0,1,1,4.0,29.208883999999998,low,0.1,1.0,0.0,4.943475905186184e-05,1.0,0.5150074152138578,0.48499258478614216,Review,Manual Review
2,2017-08-10,1,2,10.0,8.622854,1,1.3771459999999998,1.3771459999999998,0.13771459999999996,1,0,1,10.0,13.771459999999998,mid,0.3,1.0,1.0,2.330759391191917e-05,0.13771459999999996,0.4863178761390868,0.5136821238609133,Review,Manual Review
2,2017-08-11,1,2,1.0,15.582763,1,-14.582763,14.582763,14.582763,0,1,1,1.0,14.582763,low,0.1,1.0,0.0,2.4680688766315274e-05,1.0,0.5150037021033149,0.4849962978966851,Review,Manual Review
2,2017-08-12,1,2,3.0,2.584915,1,0.4150849999999999,0.4150849999999999,0.13836166666666663,1,0,1,3.0,1.2452549999999998,low,0.1,1.0,1.0,2.107539640443853e-06,0.13836166666666663,0.4565088161309461,0.5434911838690539,Review,Manual Review
2,2017-08-13,1,2,1.0,0.0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,low,0.1,0.0,1.0,1.692456276380222e-06,1.0,0.5150002538684415,0.4849997461315585,Review,Manual Review
2,2017-08-14,1,2,6.0,13.879846,1,-7.879846000000001,7.879846000000001,1.3133076666666668,0,1,1,6.0,47.279076,mid,0.3,1.0,0.0,8.001776891765752e-05,1.0,0.5450120026653377,0.45498799733466233,Review,Manual Review
2,2017-08-15,1,2,4.0,11.770924,1,-7.770924000000001,7.770924000000001,1.9427310000000002,0,1,1,4.0,31.083696000000003,low,0.1,1.0,0.0,5.260779638829481e-05,1.0,0.5150078911694582,0.4849921088305418,Review,Manual Review
2,2017-07-19,1,3,2369.0,2475.709,34,-106.70899999999983,106.70899999999983,0.04504390037990706,0,1,1,2369.0,252793.6209999996,very_high,1.0,1.0,0.0,0.4278421504903324,0.04504390037990706,0.427689492687522,0.572310507312478,Review,Manual Review
2,2017-07-20,1,3,2006.0,2073.8914,32,-67.89139999999998,67.89139999999998,0.03384416749750747,0,1,1,2006.0,136190.14839999995,very_high,1.0,1.0,0.0,0.23049587144073375,0.03384416749750747,0.39472763096536234,0.6052723690346377,Review,Manual Review
2,2017-07-21,1,3,2859.0,2352.543,30,506.4569999999999,506.4569999999999,0.17714480587618045,1,0,1,2859.0,1447960.5629999996,very_high,1.0,1.0,1.0,1.0,0.17714480587618045,0.7531434417628542,0.2468565582371458,Risky,Fallback Policy
2,2017-07-22,1,3,2258.0,2265.3354,22,-7.335399999999936,7.335399999999936,0.003248627103631504,0,1,1,2258.0,16563.333199999855,very_high,1.0,1.0,0.0,0.02803271723211666,0.003248627103631504,0.35517949571590696,0.6448205042840931,Review,Manual Review
2,2017-07-23,1,3,1024.0,1049.4366,19,-25.4366,25.4366,0.0248404296875,0,1,1,1024.0,26047.0784,very_high,1.0,1.0,0.0,0.04408354131944771,0.0248404296875,0.36406466010416716,0.6359353398958328,Review,Manual Review
2,2017-07-24,1,3,2158.0,2179.9282,22,-21.928199999999833,21.928199999999833,0.010161353104726522,0,1,1,2158.0,47321.05559999964,very_high,1.0,1.0,0.0,0.08008881755515684,0.010161353104726522,0.3650617285646915,0.6349382714353085,Review,Manual Review
2,2017-07-25,1,3,2438.0,2218.8809,23,219.1190999999999,219.1190999999999,0.08987657916324852,1,0,1,2438.0,534212.3657999997,very_high,1.0,1.0,1.0,0.9041310714181365,0.08987657916324852,0.712582634461695,0.287417365538305,Risky,Fallback Policy
2,2017-07-26,1,3,2242.0,2295.9531,21,-53.95310000000018,53.95310000000018,0.02406471900089214,0,1,1,2242.0,120962.8502000004,very_high,1.0,1.0,0.0,0.20472433502983126,0.02406471900089214,0.3879280659547423,0.6120719340452577,Review,Manual Review
2,2017-07-27,1,3,2002.0,1900.7002,27,101.2998,101.2998,0.0505993006993007,1,0,1,2002.0,202802.19960000002,very_high,1.0,1.0,1.0,0.3432338555767346,0.0505993006993007,0.6166648685463004,0.3833351314536996,Risky,Fallback Policy
2,2017-07-28,1,3,2358.0,2283.146,26,74.85399999999981,74.85399999999981,0.031744698897370575,1,0,1,2358.0,176505.73199999955,very_high,1.0,1.0,1.0,0.29872823394048464,0.031744698897370575,0.6043326447602839,0.3956673552397161,Risky,Fallback Policy
2,2017-07-29,1,3,2161.0,2178.1484,22,-17.148400000000038,17.148400000000038,0.007935400277649255,0,1,1,2161.0,37057.69240000008,very_high,1.0,1.0,0.0,0.06271852409054779,0.007935400277649255,0.36178839869687696,0.638211601303123,Review,Manual Review
2,2017-07-30,1,3,1212.0,942.743,16,269.25699999999995,269.25699999999995,0.22215924092409237,1,0,1,1212.0,326339.48399999994,very_high,1.0,1.0,1.0,0.552315307926483,0.22215924092409237,0.6994950684662001,0.30050493153379987,Risky,Fallback Policy
2,2017-07-31,1,3,2414.0,2337.338,24,76.66199999999981,76.66199999999981,0.03175724937862461,1,0,1,2414.0,185062.06799999953,very_high,1.0,1.0,1.0,0.31320945850650267,0.03175724937862461,0.6065085935895628,0.39349140641043723,Risky,Fallback Policy
2,2017-08-01,1,3,2627.0,2619.2583,26,7.741700000000037,7.741700000000037,0.002946973734297692,1,0,1,2627.0,20337.445900000097,very_high,1.0,1.0,1.0,0.03442023795899838,0.002946973734297692,0.5560471278141391,0.4439528721858609,Risky,Fallback Policy
2,2017-08-02,1,3,2645.0,2504.8406,25,140.1594,140.1594,0.0529903213610586,1,0,1,2645.0,370721.613,very_high,1.0,1.0,1.0,0.6274301207116497,0.0529903213610586,0.6600116145150651,0.33998838548493493,Risky,Fallback Policy
2,2017-08-03,1,3,2037.0,2081.623,7,-44.62300000000005,44.62300000000005,0.021906234658812,0,1,1,2037.0,90897.0510000001,very_high,1.0,1.0,0.0,0.1538392844694033,0.021906234658812,0.3796477630680541,0.6203522369319459,Review,Manual Review
2,2017-08-04,1,3,2479.0,2276.1323,10,202.8676999999998,202.8676999999998,0.08183448971359411,1,0,1,2479.0,502909.0282999995,very_high,1.0,1.0,1.0,0.8511515413946128,0.08183448971359411,0.7022230781232701,0.2977769218767299,Risky,Fallback Policy
2,2017-08-05,1,3,2093.0,2284.6218,7,-191.6217999999999,191.6217999999999,0.09155365504061151,0,1,1,2093.0,401064.42739999975,very_high,1.0,1.0,0.0,0.6787840073859694,0.09155365504061151,0.47928369762007883,0.5207163023799212,Review,Manual Review
2,2017-08-06,1,3,968.0,1122.7974,5,-154.79739999999993,154.79739999999993,0.15991466942148752,0,1,1,968.0,149843.88319999992,very_high,1.0,1.0,0.0,0.25360422059902477,0.15991466942148752,0.4360150339163,0.5639849660837,Review,Manual Review
2,2017-08-07,1,3,2086.0,2035.686,7,50.31400000000008,50.31400000000008,0.0241198465963567,1,0,1,2086.0,104955.00400000016,very_high,1.0,1.0,1.0,0.17763175525731156,0.0241198465963567,0.5838807172675038,0.4161192827324962,Risky,Fallback Policy
2,2017-08-08,1,3,2418.0,2018.6786,7,399.32140000000004,399.32140000000004,0.16514532671629448,1,0,1,2418.0,965559.1452000001,very_high,1.0,1.0,1.0,1.0,0.16514532671629448,0.7495435980148883,0.25045640198511165,Risky,Fallback Policy
2,2017-08-09,1,3,2311.0,2303.4285,7,7.5715000000000146,7.5715000000000146,0.003276287321505848,1,0,1,2311.0,17497.736500000035,very_high,1.0,1.0,1.0,0.029614153961872357,0.003276287321505848,0.5554250092907326,0.4445749907092674,Risky,Fallback Policy
2,2017-08-10,1,3,2377.0,1866.1519,6,510.84809999999993,510.84809999999993,0.21491295750946568,1,0,1,2377.0,1214285.9337,very_high,1.0,1.0,1.0,1.0,0.21491295750946568,0.7644738872528397,0.2355261127471603,Risky,Fallback Policy
2,2017-08-11,1,3,1006.0,2254.8323,3,-1248.8323,1248.8323,1.2413839960238569,0,1,1,1006.0,1256325.2938,very_high,1.0,1.0,0.0,1.0,1.0,0.8,0.19999999999999996,Risky,Fallback Policy
2,2017-08-12,1,3,1659.0,1629.8228,7,29.177200000000084,29.177200000000084,0.017587221217601014,1,0,1,1659.0,48404.97480000014,very_high,1.0,1.0,1.0,0.08192330340828673,0.017587221217601014,0.5675646618765233,0.4324353381234767,Risky,Fallback Policy
2,2017-08-13,1,3,803.0,876.055,5,-73.05499999999995,73.05499999999995,0.09097758405977578,0,1,1,803.0,58663.16499999996,very_high,1.0,1.0,0.0,0.0992848417965785,0.09097758405977578,0.39218600148741956,0.6078139985125804,Review,Manual Review
2,2017-08-14,1,3,2201.0,2051.906,9,149.09400000000005,149.09400000000005,0.06773920945024992,1,0,1,2201.0,328155.8940000001,very_high,1.0,1.0,1.0,0.555389502431463,0.06773920945024992,0.6536301881997945,0.34636981180020554,Risky,Fallback Policy
2,2017-08-15,1,3,1942.0,2225.3438,11,-283.3438000000001,283.3438000000001,0.14590308959835227,0,1,1,1942.0,550253.6596000002,very_high,1.0,1.0,0.0,0.9312802597912067,0.14590308959835227,0.5334629658481866,0.46653703415181336,Review,Manual Review
2,2017-07-19,1,4,0.0,7.045961,0,-7.045961,7.045961,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-20,1,4,0.0,4.8560534,0,-4.8560534,4.8560534,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-21,1,4,0.0,6.3494177,0,-6.3494177,6.3494177,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-22,1,4,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-23,1,4,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-24,1,4,0.0,5.5933914,0,-5.5933914,5.5933914,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-25,1,4,0.0,1.543555,0,-1.543555,1.543555,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-26,1,4,0.0,4.402258,0,-4.402258,4.402258,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-27,1,4,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
2,2017-07-28,1,4,0.0,0.949116,0,-0.949116,0.949116,,0,1,0,0.0,0.0,low,0.1,0.0,0.0,0.0,0.0,0.015,0.985,Safe,Use Forecast
