date,store_nbr,family,sales,prediction_nb9,prediction_nb11,weighted_gain
2017-08-04,45,12,11562.0,10711.605,11185.998,5484931.866000001
2017-07-31,11,12,7815.523,7043.5825,7886.419,5479029.413773499
2017-08-02,45,12,12494.0,11491.71,11928.36,5455505.100000018
2017-07-31,17,12,5929.0,4707.7227,5617.654,5394982.677700001
2017-08-13,45,30,7621.855,6654.849,7358.8105,5365492.478582495
2017-07-19,44,12,9381.0,7899.377,8462.311,5280883.853999993
2017-07-29,46,3,9705.0,9154.427,9675.658,5058546.854999998
2017-08-07,9,12,7803.914,6961.1406,7600.3545,4988370.303204605
2017-08-05,39,12,7054.469,6118.6772,6810.9067,4883311.548635497
2017-07-29,44,3,16087.0,13581.903,13884.031,4860333.136000007
2017-07-22,46,12,12313.0,11459.042,11851.616,4833763.662000006
2017-07-24,3,12,7794.0,6881.906,7476.221,4632091.109999997
2017-07-31,49,30,8505.368,7155.9263,7686.0073,4508533.974808002
2017-07-23,46,3,10253.0,11215.603,10787.188,4392538.99499999
2017-07-30,9,12,8069.242,8757.262,7917.9653,4331111.579578601
2017-08-09,44,30,11384.693,12876.102,12496.871,4317428.511083018
2017-08-09,47,12,8580.0,7863.4043,8362.099,4278800.526000001
2017-07-22,48,12,9989.0,10437.666,10012.482,4247162.975999992
2017-07-31,34,12,4717.977,3724.483,4622.868,4238559.767145001
2017-08-02,48,12,9945.0,9238.159,9660.793,4203095.130000001
2017-08-12,52,12,6710.0,5973.0625,6577.578,4056299.0050000027
2017-08-02,47,30,7494.183,8233.195,7693.4917,4044635.295903901
2017-07-26,47,12,8963.0,8167.4155,8611.3545,3979025.256999995
2017-08-01,11,12,11133.969,9793.72,10150.095,3967868.2023750003
2017-08-09,45,12,9345.0,8544.625,8967.936,3955841.294999997
2017-08-07,20,12,6555.516,5746.8535,6765.466,3924869.3731499915
2017-07-30,47,12,14800.0,13801.028,14066.206,3924634.3999999985
2017-08-02,47,12,12263.0,11259.8955,11578.591,3908162.9164999966
2017-08-08,3,12,6699.0,7501.3877,6929.2314,3832875.053700004
2017-07-29,40,3,7796.0,5111.005,5598.3906,3799658.137599997
2017-07-31,49,12,8743.0,8268.883,8783.434,3791690.469000008
2017-07-22,44,3,15048.0,13482.714,13733.944,3780509.0399999917
2017-08-01,40,12,7494.0,6962.6265,7463.4834,3753421.6085999985
2017-07-31,39,12,6493.766,5373.0586,5950.4946,3749734.2639759975
2017-08-12,49,30,7059.721,6487.805,7101.714,3741108.5314829918
2017-08-02,46,12,10701.0,10102.501,10450.611,3725125.1100000064
2017-07-30,49,12,9009.0,9707.209,9303.813,3634194.564000006
2017-08-06,3,12,9668.0,8912.084,10048.184,3632576.976
2017-07-19,47,12,9060.0,8299.356,8697.837,3610237.8599999985
2017-07-31,54,12,4536.0,3115.6707,3905.3306,3581897.3063999983
2017-08-13,54,12,4739.0,3786.6323,4529.299,3519497.491299999
2017-07-22,46,3,9368.0,8317.182,8692.103,3512259.9279999845
2017-07-23,45,30,9144.462,8330.473,8713.22,3500015.3971139938
2017-07-26,52,30,7317.868,6770.4507,7247.9717,3494435.6452279985
2017-07-30,52,3,5867.0,7368.6567,6779.8906,3454290.7086999994
2017-07-31,39,7,4572.0,3073.9443,3827.948,3447304.916399999
2017-07-21,45,3,9610.0,8840.15,9197.992,3438861.6200000057
2017-08-11,43,3,5198.0,5888.2715,5226.979,3437398.4149999977
2017-07-26,47,3,7652.0,6932.3647,7375.513,3390970.7915999987
2017-08-02,9,12,8357.344,7565.3867,7969.611,3378241.528259198
2017-08-04,49,3,6842.0,6182.0356,6673.7007,3363972.6142000016
2017-07-19,45,3,8947.0,7677.593,8050.9404,3340339.187800005
2017-07-25,45,12,9052.0,8254.128,8620.996,3320889.1359999874
2017-08-14,49,12,7366.0,7818.1,7358.732,3276632.512000003
2017-07-19,44,3,9559.0,8512.464,8851.796,3243674.5880000023
2017-07-28,46,12,9776.0,8395.904,8717.697,3145848.367999997
2017-08-03,11,12,8749.156,8242.076,8599.499,3127149.5849880064
2017-07-30,8,12,5962.0,6751.7466,6227.3574,3126408.410400003
2017-07-31,50,12,7462.0,6996.805,7513.352,3088096.465999999
2017-08-14,3,3,7859.0,7108.76,7499.332,3069505.3480000007
2017-08-06,52,12,7774.0,7165.4697,7557.98,3051375.0721999994
2017-08-09,49,30,9147.198,9948.057,9615.908,3038232.6685020113
2017-08-05,47,12,12937.0,12563.486,12797.39,3026016.047999982
2017-07-30,49,3,9436.0,9009.531,9329.967,3023634.095999997
2017-08-01,28,12,7927.625,5420.987,5797.2593,2982945.692287497
2017-08-01,31,12,6847.32,5405.066,5839.452,2974379.9455200024
2017-07-31,45,30,6610.095,5944.8633,6394.047,2969146.9294514973
2017-07-28,45,12,11241.0,9897.1045,10160.902,2965347.697500007
2017-08-13,50,12,7178.0,6542.9775,6954.377,2953025.611000003
2017-08-08,46,12,6828.0,7523.079,7091.2383,2948608.2995999977
2017-07-30,17,12,6033.0,6602.2397,6114.854,2940397.928099999
2017-08-13,21,12,6738.984,5439.268,5868.173,2890383.9325199975
2017-08-01,1,12,2872.0,4262.6514,3258.5781,2883698.517599999
2017-08-01,40,3,5379.0,4623.8467,5158.1904,2874234.762300002
2017-07-20,47,3,7622.0,6269.0747,6645.573,2869670.042600001
2017-07-24,49,12,7767.0,8443.4375,8076.0635,2853393.8579999986
2017-08-05,46,3,8375.0,7897.519,8511.906,2852315.6249999907
2017-07-29,49,3,8684.0,7989.9707,8318.105,2849518.2611999973
2017-07-20,3,3,8479.0,6841.263,7174.6494,2826783.285600003
2017-07-19,49,12,7949.0,7115.406,7470.96,2826298.7460000007
2017-08-12,44,30,9153.445,10654.272,10347.69,2806281.474990003
2017-07-20,44,30,7242.067,6846.732,7231.131,2783843.3127330025
2017-07-26,49,30,10148.009,9227.839,9498.553,2747208.108425999
2017-08-11,25,3,6318.0,2749.1284,3183.825,2746413.1187999956
2017-08-11,49,30,6888.917,7408.9536,7011.461,2738293.5295141973
2017-08-14,11,12,7380.539,6345.803,6714.1807,2718825.9815802993
2017-07-30,19,12,3498.0,4502.035,3727.0486,2710902.4271999993
2017-08-08,45,3,6662.0,6093.2124,6497.5273,2693545.8637999957
2017-07-22,52,12,7321.0,6769.446,7136.8306,2689622.656600002
2017-08-12,25,3,4041.0,3226.5957,3891.8367,2688238.881
2017-08-02,49,12,9044.0,8694.525,8982.081,2600656.4640000043
2017-08-07,50,12,6896.0,6144.619,6519.839,2587517.1200000015
2017-07-23,49,3,9427.0,8888.067,9162.518,2587249.5770000084
2017-08-13,43,12,6367.102,4854.5444,5260.4297,2584313.1054005995
2017-07-29,47,30,6440.353,7004.539,6603.34,2583863.183246997
2017-08-13,20,12,7443.273,6477.5547,6824.4375,2581943.3794044023
2017-07-21,3,12,8306.0,7639.115,7948.76,2571911.3700000034
2017-07-19,45,12,10002.0,8643.804,8900.658,2569053.707999993
2017-08-06,20,12,9520.352,8920.294,9856.334,2514096.4747520084
2017-07-30,52,30,4699.616,6511.887,5977.1787,2512923.6820127964
2017-08-08,45,12,8693.0,7875.5923,8162.586,2494836.2341
2017-07-31,44,12,9934.0,9144.892,10472.125,2493265.1220000014
2017-07-28,44,3,10013.0,9259.872,9507.737,2481872.2449999982
2017-07-31,44,30,8991.707,8651.783,8927.71,2481054.737388997
2017-07-31,20,12,6277.477,5336.407,6824.283,2474983.191927995
2017-07-30,6,12,6664.0,7072.1763,6624.901,2459531.1271999995
2017-07-29,50,12,9622.0,8429.031,8683.916,2452503.469999984
2017-07-26,3,30,10190.275,10502.842,10264.447,2429310.608625004
2017-08-01,29,12,5728.578,4510.4873,4932.89,2419766.8143606028
2017-07-21,20,12,4055.711,5319.4414,4729.2285,2393732.9508718983
2017-07-30,8,3,6201.0,6764.288,6378.496,2392296.191999997
2017-08-01,49,3,7151.0,6804.863,7162.902,2390114.4849999975
2017-07-25,44,12,8047.0,7584.4746,8212.746,2388183.83180001
2017-08-13,47,30,6404.38,6028.4224,6407.813,2385789.0977479983
2017-08-14,40,12,6319.0,5745.355,6116.491,2345208.3840000024
2017-08-10,40,12,5481.0,4271.037,4694.793,2322606.635999997
2017-08-13,3,30,8017.7603,7626.029,7914.1934,2310433.086193317
2017-07-30,37,12,2747.0,4268.733,3430.2397,2303341.0951000005
2017-08-04,11,12,8876.523,8286.172,8545.154,2298859.6795859993
2017-07-23,20,12,8553.242,7071.169,7337.9966,2282241.0350792054
2017-07-22,44,30,11227.388,10975.371,11281.991,2216443.574632028
2017-08-07,11,12,8237.289,7859.5156,8347.35,2205224.4076836105
2017-08-02,39,7,6263.0,2663.9429,3015.4963,2201778.944199998
2017-07-21,38,3,2349.0,5270.36,4341.2896,2182386.3696
2017-08-06,47,30,8054.336,7387.474,7654.4214,2150084.0539264004
2017-08-09,45,30,7743.166,8304.357,8029.0547,2131711.4090818022
2017-07-30,53,12,4840.0,5309.6387,4869.6904,2129349.772
2017-08-05,44,3,12455.0,11597.698,13142.839,2110661.6649999972
2017-07-30,42,12,3619.0,4919.8477,4337.32,2108167.7463000016
2017-08-14,49,30,7483.304,7039.6123,7320.3936,2101171.8254152043
2017-08-09,3,30,9710.546,10067.077,9851.011,2098118.832035989
2017-08-10,47,12,8029.0,6681.2544,6941.377,2088524.3554000054
2017-07-20,49,30,5879.215,6244.5815,5890.01,2084602.0813725002
2017-08-06,51,12,6858.0,6511.968,6900.215,2083576.986
2017-07-23,49,12,9588.0,9119.869,9337.032,2082158.843999987
2017-08-04,52,30,4885.768,5335.736,4861.8154,2081412.4088272012
2017-08-14,3,30,7941.873,6966.6157,7228.438,2079359.455167898
2017-08-13,51,12,5942.0,5180.886,5530.186,2075540.5999999954
2017-08-03,20,12,6725.555,5627.215,5933.2227,2058071.616773501
2017-08-05,40,12,6938.0,6593.9136,6890.2515,2055992.350200003
2017-08-03,47,12,9898.0,9089.062,10499.369,2054517.9619999947
2017-07-28,39,12,5603.711,4341.578,4707.648,2051350.4857699992
2017-08-04,44,3,8620.0,9471.855,9235.011,2041595.2799999919
2017-08-01,50,12,7720.0,7390.356,7785.877,2036281.2399999984
2017-08-06,48,3,8403.0,8052.247,8294.467,2035374.660000002
2017-08-01,20,7,5195.0,2680.6045,3071.0605,2028418.92
2017-07-27,44,3,7400.0,6547.944,6820.4365,2016444.4999999953
2017-08-15,11,12,7209.727,6824.5728,7316.504,2007023.6150243995
2017-08-04,47,3,8525.0,8191.2505,8426.552,2005945.2874999966
2017-07-31,3,30,8316.788,7447.354,7687.693,1998848.511132
2017-08-01,49,30,8002.368,7245.1807,7494.17,1992504.0066624018
2017-08-13,6,12,5481.0,4830.536,5193.4688,1989234.676799998
2017-07-29,41,12,4509.0,5666.292,5234.997,1944709.1550000003
2017-07-21,45,12,11043.0,10069.206,10243.809,1928140.928999992
2017-07-31,14,12,3758.0,3051.7717,3564.6482,1927389.887000001
2017-08-13,29,12,5512.039,4805.031,5151.9814,1912404.1358655985
2017-07-22,47,30,6203.206,6634.2827,6329.175,1892645.9152861973
2017-08-08,47,3,6583.0,6252.233,6626.7725,1889284.7934999987
2017-07-19,49,30,10229.091,10460.692,10180.641,1873468.24574098
2017-07-24,49,3,7493.0,6486.0605,6735.839,1871590.3005000027
2017-07-26,3,3,7817.0,8190.7866,7682.2974,1868919.6280000058
2017-07-23,31,12,6008.711,5496.089,5806.858,1867321.1087590016
2017-07-24,3,3,8633.0,7694.493,7910.6406,1866002.2307999944
2017-07-29,44,30,11811.585,11121.085,11278.493,1859237.9716800144
2017-08-04,3,3,7967.0,8952.783,8719.941,1855052.2139999904
2017-08-14,46,3,4817.0,4398.7676,4850.7056,1852265.5955999983
2017-07-29,48,12,11261.0,10750.8955,10914.521,1842586.755500001
2017-07-22,47,12,11765.0,12155.067,11998.695,1839716.579999993
2017-07-26,52,12,5964.0,5380.3267,5687.83,1833949.6812000019
2017-07-28,47,12,10003.0,9144.726,9327.935,1832639.62699999
2017-07-24,11,12,6874.531,5528.5425,5793.948,1824538.3373205056
2017-08-03,45,30,4793.263,5628.0347,5249.18,1815950.2158860993
2017-07-23,37,12,3098.0,4036.769,3458.6309,1791071.833799999
2017-08-07,3,12,7598.0,7278.936,7682.1353,1784988.2626000028
2017-07-31,9,3,3853.0,3182.0964,3643.0205,1775940.5573000007
2017-07-21,52,12,5870.0,5400.254,5702.7637,1775731.939000003
2017-07-26,20,12,3824.43,3341.3274,3800.2034,1754939.1406799988
2017-08-01,20,3,4523.0,3718.263,4106.118,1754268.1650000021
2017-07-31,15,12,3416.0,2559.284,3070.962,1747892.0479999997
2017-07-26,24,30,6004.743,5520.1997,5811.173,1747219.886361898
2017-07-27,45,3,7308.0,6203.3076,6437.951,1714773.967199999
2017-08-07,45,30,5458.487,6367.598,6053.8853,1712396.6946848999
2017-08-13,31,12,5742.523,5186.1055,5483.676,1708805.4403715043
2017-08-11,20,12,7563.633,4891.606,5117.178,1706143.8230759986
2017-07-27,46,12,7063.0,6179.9463,6419.614,1692772.9650999997
2017-08-05,50,3,6153.0,5448.32,5723.419,1692684.1470000013
2017-07-29,54,3,2622.0,4390.8115,3745.7632,1691316.6426
2017-08-15,45,12,9287.0,8468.582,8650.558,1690011.1120000053
2017-07-31,14,7,2582.0,1901.9939,2611.321,1680068.9282000004
2017-08-04,51,28,3535.233,2993.1506,3603.8486,1673815.4557644022
2017-08-15,9,12,6630.383,5638.4736,5890.3315,1669914.3385757003
2017-08-09,44,3,7679.0,8155.354,7939.08,1660768.0460000029
2017-08-10,44,3,7595.0,6560.7915,6779.072,1657840.397499999
2017-08-03,49,30,5354.495,6655.3467,6347.1367,1650308.9039500002
2017-08-09,45,3,6975.0,7553.866,7319.2637,1636351.0424999972
2017-07-20,46,12,8007.0,6471.23,6675.0815,1632238.9605000056
2017-08-14,44,30,8735.741,8104.121,8290.328,1626656.124386995
2017-08-04,2,12,3874.0,4516.1597,4100.3447,1610867.310000002
2017-08-01,44,30,8505.211,8176.3555,8364.879,1603432.1459585098
2017-08-11,47,12,10297.0,8910.851,9065.43,1591699.9629999977
2017-08-02,52,3,5237.0,4448.5303,4752.374,1591229.4568999968
2017-07-27,3,12,6332.0,5649.475,5900.694,1590718.7080000006
2017-07-20,17,12,3798.0,4355.256,3938.5642,1582595.456400002
2017-07-31,20,7,4508.0,2573.245,2924.2432,1582299.8856000006
2017-08-08,49,30,5824.326,6390.6807,6120.401,1574197.0839822006
2017-07-30,44,7,3734.0,4407.172,3990.6616,1555249.8335999986
2017-07-22,50,12,8404.0,7495.4824,7680.423,1554240.8023999995
2017-07-26,48,3,4055.0,3411.958,3794.6353,1551756.4514999993
2017-07-23,52,12,8568.0,7585.6704,7766.492,1549279.4688000018
2017-08-12,28,3,4194.0,4756.222,4387.543,1546239.7260000005
2017-08-09,50,12,5665.0,5961.456,5688.69,1545219.390000003
2017-08-01,44,12,10941.0,10196.161,10336.591,1536444.6300000027
2017-07-20,44,12,7943.0,7451.7812,7644.5874,1531459.6466
2017-07-31,47,30,5642.944,5234.4946,5780.3,1529764.874969604
2017-08-03,3,3,7267.0,6988.449,7335.1816,1528754.4298000038
2017-08-02,40,3,5640.0,4808.187,5077.9697,1521574.4279999984
2017-07-22,51,12,5542.0,6161.4507,5889.534,1506962.3514000038
2017-07-28,3,12,8176.0,7519.754,7702.4214,1493488.6624000026
2017-08-13,31,3,4169.0,3731.723,4089.355,1490967.8080000002
2017-08-05,52,12,7189.0,6892.747,7279.392,1479934.7289999994
2017-08-15,28,12,4808.164,4455.187,4854.1772,1475932.2924631976
2017-07-29,17,12,5246.0,5529.148,5244.1504,1475691.406400003
2017-08-08,39,12,6052.422,4943.091,5186.5654,1473609.8149968004
2017-08-11,49,3,6696.0,7035.5415,6576.4653,1473165.5328000009
2017-08-02,24,30,6222.76,5419.8584,5656.0337,1469662.2098279996
2017-07-22,3,12,9614.0,9431.879,9584.652,1468759.6219999925
2017-07-26,39,3,5356.0,3335.963,3608.1821,1458005.4995999988
2017-08-02,40,12,6877.0,6082.8037,6294.282,1454336.2690999983
2017-07-31,22,12,3465.0,2758.7715,3177.5862,1451192.935500001
2017-08-07,45,3,8488.0,8206.397,8377.083,1448782.7679999976
2017-08-06,28,3,7153.0,5170.7085,5372.616,1444244.347500002
2017-08-07,6,12,4929.0,4518.2275,4811.1436,1443783.4569000017
2017-07-28,52,12,6782.0,5514.622,5726.2744,1435426.576799999
2017-07-30,22,12,2559.0,3457.4033,2897.9736,1431580.6023000004
2017-07-31,36,12,4419.703,3874.2551,4641.28,1431413.1883427058
2017-08-10,9,12,4900.531,5388.2915,5096.838,1428276.9118085029
2017-07-25,3,12,6825.0,6575.194,6783.814,1423831.4999999993
2017-08-10,45,3,6243.0,5998.987,6226.739,1421855.7359999968
2017-08-02,31,12,5538.664,4849.646,5105.957,1419620.5085040033
2017-07-30,24,12,4350.0,4876.758,4149.3677,1418646.7949999985
2017-07-22,6,12,5225.0,5744.4473,5473.0737,1417927.0599999996
2017-07-22,7,12,3376.0,3965.9954,3548.2827,1410198.0751999984
2017-08-06,49,30,9181.79,8096.5493,8247.93,1389945.7974530049
2017-08-02,2,12,4352.0,4691.668,4373.4272,1384983.9615999982
2017-08-11,3,3,7032.0,7903.625,7707.2915,1380617.1719999984
2017-07-22,3,30,8517.873,8756.535,8440.67,1375287.2567070061
2017-08-04,20,12,6811.906,5921.469,6122.226,1367537.8128419975
2017-07-29,43,12,5582.172,5851.664,5557.5537,1366927.1116764056
2017-08-10,46,12,6352.0,5960.0854,6174.5776,1362454.454399998
2017-07-25,47,3,6588.0,6098.675,6871.3203,1357158.9635999966
2017-07-27,43,3,4741.0,3372.7554,3658.8213,1356238.4319000002
2017-07-22,52,3,5257.0,5577.666,5320.1274,1353880.4201999994
2017-07-23,21,12,6116.977,5830.1807,6049.5503,1341878.7976991998
2017-07-23,51,3,5141.0,6403.5996,6143.1924,1338753.4151999978
2017-08-15,48,12,6119.0,5878.4707,6142.484,1328100.1906999988
2017-08-14,21,12,4529.195,3837.9329,4131.0244,1327468.5563425021
2017-08-14,20,3,4246.0,3648.5657,3960.361,1323882.843799999
2017-07-30,19,3,2474.0,3601.703,3069.0146,1317871.1016000002
2017-07-23,43,3,5159.0,6666.998,6412.0464,1315295.304399997
2017-08-07,49,30,7755.2188,8040.933,7638.0757,1307305.7638566878
2017-07-27,49,12,5786.0,6102.9766,5877.3936,1305223.2379999978
2017-07-28,21,7,3498.0,1731.2817,2104.3335,1304935.1964000007
2017-08-06,41,12,5608.0,5315.2593,5547.5283,1302564.552000001
2017-08-10,3,12,6079.0,6413.62,6200.268,1296966.8079999993
2017-08-12,54,12,4161.0,3163.165,3473.6694,1292008.808400001
2017-08-08,45,30,4887.771,4373.363,4636.917,1288191.5981340003
2017-08-06,54,12,4891.0,4624.216,4886.338,1282038.701999997
2017-08-02,43,12,5335.688,5096.37,5336.9062,1270426.2456623998
2017-08-09,40,3,4192.0,3750.5874,4053.562,1270069.5232000002
2017-07-26,8,3,4047.0,4502.3423,4188.516,1270055.0361000025
2017-07-25,11,12,6307.961,6592.161,6224.2617,1264750.5960726975
2017-08-06,39,3,4405.0,4916.569,4629.644,1263904.6250000007
2017-08-13,29,3,4674.0,4052.3188,4320.95,1255582.228799999
2017-07-31,40,12,6231.0,5536.135,6725.48,1248598.9350000015
2017-08-06,40,12,6761.0,6420.2754,6604.8823,1248127.2508999985
2017-07-28,51,30,5153.675,4810.636,5052.419,1246071.0025249973
2017-08-06,43,3,6435.0,6235.468,6428.381,1241395.155000003
2017-08-09,54,12,3526.0,2817.069,3167.0242,1233942.0351999996
2017-07-23,46,7,4127.0,3160.8862,3458.3079,1227459.3558999994
2017-08-02,28,12,5644.977,5189.6997,5883.652,1222715.0016470973
2017-08-13,25,3,2238.0,2863.4502,2317.3096,1222262.6628000003
2017-08-09,52,30,7873.919,7014.406,7169.13,1218284.2433560006
2017-07-30,25,3,2252.0,3260.045,2722.2449,1211125.8252
2017-08-15,46,3,4632.0,4047.2036,4308.4277,1209990.0312000015
2017-08-01,38,12,4668.0,4353.163,4610.7095,1202227.0620000018
2017-08-01,5,12,3382.0,2914.0461,3268.5256,1198849.6689999998
2017-07-19,52,30,7236.745,6956.3047,7121.266,1193782.8629684998
2017-08-09,50,3,3517.0,4226.456,3887.8232,1190971.5576000009
2017-08-01,12,12,3479.0,4263.013,3922.433,1184877.8199999996
2017-08-15,43,12,4664.859,4396.785,4649.105,1177037.2228799986
2017-07-25,46,12,7316.0,7105.4907,7365.8096,1175679.005200001
2017-07-30,7,3,3887.0,4190.3984,3889.3691,1170100.8891000005
2017-07-25,39,3,5071.0,3559.5757,3787.8164,1157408.5897000013
2017-07-29,39,7,3584.0,2865.541,3187.825,1155065.8559999987
2017-07-21,51,28,3852.493,3172.079,3471.6313,1154023.1388838994
2017-07-25,31,3,4297.0,2237.2117,2504.7114,1149446.2109000012
2017-08-07,44,30,8041.423,8843.216,8701.262,1141512.1605419973
2017-08-02,37,12,4640.0,4367.87,4668.0176,1132681.5359999998
2017-07-21,47,3,9357.0,8701.509,8822.55,1132580.6369999927
2017-07-20,6,12,4077.0,4405.0815,4128.1333,1129117.8113999993
2017-08-07,46,3,5346.0,5889.7563,5678.5845,1128924.4428000003
2017-07-30,41,3,5064.0,5356.107,5133.587,1126841.2799999975
2017-08-15,39,12,4887.172,5566.6284,5336.2764,1125769.8445439995
2017-08-01,42,3,5818.0,3072.083,3265.4648,1125095.3124000002
2017-07-31,7,30,5494.91,5178.347,5383.087,1125027.8734000036
2017-07-23,24,12,3408.0,4853.124,4523.412,1123658.4959999984
2017-07-28,54,3,3249.0,3610.4084,3264.8218,1122810.8633999988
2017-08-05,43,3,5079.0,7364.312,7143.899,1119477.6269999985
2017-07-31,24,12,4471.0,4027.7224,4665.8154,1110874.4961999976
2017-08-11,3,30,6906.543,7271.1084,7110.268,1110851.1387372
2017-08-13,36,12,4543.867,3823.6409,4068.103,1110803.2689407007
2017-08-05,51,30,6269.454,5900.484,6076.867,1105825.1048819986
2017-07-23,54,12,4326.0,3907.2227,4161.9727,1102048.5000000019
2017-08-08,43,12,4848.547,4239.52,4466.0156,1098174.5618931965
2017-07-29,40,7,5942.0,2739.7412,2924.312,1096719.693599999
2017-08-11,40,12,6948.0,5105.93,5263.3213,1093554.752399994
2017-08-09,11,12,6744.867,6411.103,6572.877,1091144.1140580024
2017-08-06,31,3,5854.0,4679.8184,4865.327,1085967.3444000008
2017-07-23,49,30,8688.754,8507.82,8745.445,1079516.8632220193
2017-08-02,36,3,4503.0,3411.6206,3650.8901,1077430.5584999993
2017-08-01,14,12,3165.0,4378.9106,4038.6519,1076918.7855000012
2017-07-29,20,7,6081.0,2260.3826,2437.0278,1074179.4611999989
2017-07-27,47,12,7489.0,7141.07,7284.2993,1072644.2277
2017-08-06,48,30,3431.823,3868.4307,3555.986,1072254.9076881001
2017-07-29,51,3,5649.0,5871.747,5682.4375,1069409.3655000017
2017-08-08,9,12,5939.219,6824.958,6644.933,1069207.9004749977
2017-07-30,14,12,3060.0,3528.623,2939.7793,1066111.0380000006
2017-07-24,31,12,4035.578,3754.8347,4052.5088,1064635.921125
2017-07-31,24,30,3712.4739,3385.092,3670.9272,1061155.7197012801
2017-08-04,28,12,4051.758,4708.1123,4446.361,1060552.9237853996
2017-08-03,17,12,4130.0,4463.5938,4208.806,1052273.614
2017-07-29,53,3,2944.0,3499.2688,3144.4778,1044504.7039999992
